"y4_hhid","qx_type","interview_status","PID","id_code","hh_c02","hh_c03","hh_c04","hh_c05_1","hh_c05_2a","hh_c05_2b","hh_c05_2_oth","hh_c05_3","hh_c05_4a","hh_c05_4b","hh_c05_4_oth","hh_c05_5","hh_c06","hh_c07a","hh_c07b","hh_c07_oth","hh_c08","hh_c09","hh_c10","hh_c11","hh_c12","hh_c13","hh_c14","hh_c14_oth","hh_c15","hh_c16","hh_c17","hh_c18","hh_c18_oth","hh_c19a","hh_c19b","hh_c20","hh_c21","hh_c21_oth","hh_c22a","hh_c22b","hh_c22c","hh_c22d","hh_c22e","hh_c22f","hh_c22g","hh_c22h","hh_c22i","hh_c22j","hh_c22k","hh_c22l","hh_c23filtera","hh_c23a_1","hh_c23a_2","hh_c23a_3","hh_c23filter","hh_c23b_1","hh_c23b_2","hh_c24","hh_c25"
"0957-002",2,2,"151800303",3,,2,2,2,,,,2,,,,2,1,,,,2,1,5,1,2,1,,,,11,1,1,,5,1,2,,,0,0,580,0,0,750,0,0,0,0,0,1330,1,2,,,,,,2,
"0957-002",2,2,"151803",2,,1,,2,,,,2,,,,1,1,,,,3,1,6,2,,2,7,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0957-002",2,2,"3073000104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0958-001",1,1,"151901",1,,1,,1,1,,,1,1,,,2,1,,,,8,2,7,2,,2,2,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0958-001",1,1,"151902",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,12,2,,2,18,"TEACHER PROPOSED TO MARRY ME SO I DENIED THAT",2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0958-001",1,1,"151903",3,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,1,5,1,,,,11,1,1,,2,1,2,,,0,0,5000,2300,0,1000,0,0,0,0,1500,9800,1,1,,,,,,2,
"0958-001",1,1,"151904",4,,1,,2,,,,2,,,,2,1,,,,2,1,6,1,1,1,,,,11,1,1,,2,1,2,,,0,0,800,2300,0,0,0,0,0,1000,0,4100,1,1,,,,,,2,
"0958-001",1,1,"151905",5,,2,2,2,,,,2,,,,2,1,,,,2,1,6,1,2,1,,,,11,1,1,,2,1,2,,,0,0,800,2300,0,0,0,0,0,1000,0,4100,1,1,,,,,,2,
"0958-001",1,1,"3073100106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0959-002",2,2,"152000105",5,,2,2,2,,,,2,,,,2,1,,,,2,1,5,1,1,1,,,,11,1,1,,5,1,2,,,0,0,800,1500,0,250,0,0,0,0,2000,4550,1,2,,,,,,2,
"0959-002",2,2,"152002",2,,1,,1,1,,,1,1,,,1,1,,,,5,1,7,2,,2,7,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0959-002",2,2,"152003",3,,1,,1,1,,,1,1,,,1,1,,,,7,1,6,1,6,1,,,,11,1,1,,5,1,2,,,0,0,2500,0,0,500,0,0,0,3000,1000,7000,1,2,,,,,,2,
"0959-002",2,2,"152004",4,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,1,4,1,,,,11,1,1,,5,1,2,,,0,0,2000,0,0,500,0,0,0,1500,1000,5000,1,2,,,,,,2,
"0960-002",1,1,"152100104",3,,2,4,2,,,,1,2,14,,2,1,,,,1,1,6,1,1,1,,,,11,1,1,,0,1,2,,,200,0,1000,0,0,150,0,0,0,0,0,2500,1,4,,,,,,2,
"0960-002",1,1,"152102",1,,1,,1,2,2,,1,2,2,,1,1,,,,6,1,6,2,,2,2,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0960-002",1,1,"152103",2,,2,4,2,,,,1,1,,,1,1,,,,3,1,5,1,3,1,,,,11,1,1,,0,1,2,,,250,0,1000,3000,0,150,0,0,0,2000,0,6400,1,4,,,,,,2,
"0960-002",1,1,"4096000204",4,,1,,2,,,,1,2,2,,1,1,,,,4,1,6,2,,2,2,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0960-002",1,1,"4096000205",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0961-001",2,2,"152200105",3,,2,1,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,2,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0961-001",2,2,"152201",1,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,3,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0961-001",2,2,"152202",2,,2,1,2,,,,2,,,,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0962-003",2,2,"152204",1,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,7,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0962-003",2,2,"4096200302",2,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,2,,2,2,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0962-003",2,2,"4096200303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0962-004",2,2,"3073400301",1,,2,2,1,1,,,1,1,,,1,1,,,,2,1,10,2,,2,2,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0962-004",2,2,"3073400302",2,,1,,2,,,,2,,,,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0962-004",2,2,"3073400304",4,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,4,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0962-004",2,2,"3073400305",5,,2,2,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,15,1,2,,,0,0,4000,2500,0,1500,0,0,1500,10000,0,19500,1,1,2,,,,,2,
"0962-004",2,2,"3073400306",6,,1,,2,,,,2,,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,15,1,2,,,0,0,2000,1200,0,450,0,0,300,6000,0,9950,1,1,2,,,,,2,
"0963-004",2,2,"152200104",3,,2,2,1,1,,,1,1,,,1,1,,,,12,1,6,1,12,2,7,,2019,,,,,,,,,,15000,0,2000,2500,0,0,0,0,25000,0,0,44500,1,1,,,,,,2,
"0963-004",2,2,"3073400401",1,,2,2,1,1,,,1,1,,,1,1,,,,4,1,6,2,,2,2,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0963-004",2,2,"3073400402",2,,1,,2,,,,2,,,,2,1,,,,1,1,5,2,,2,7,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0963-004",2,2,"3073400405",5,,2,2,1,1,,,1,1,,,1,1,,,,4,1,6,2,,2,7,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0963-004",2,2,"3073400406",6,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,7,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0963-004",2,2,"3073400407",7,,2,2,1,1,,,1,1,,,1,1,,,,4,1,6,1,3,1,,,,11,1,1,,5,1,2,,,0,0,1200,1300,0,150,0,0,1050,1000,0,4700,1,2,,,,,,2,
"0963-004",2,2,"3073400408",8,,2,2,1,1,,,1,1,,,1,1,,,,3,1,6,2,,1,,,,11,1,1,,5,1,2,,,0,0,1200,1300,0,150,0,0,1050,1000,0,4700,1,1,,,,,,2,
"0964-001",2,2,"152200502",2,,2,1,2,,,,2,,,,2,1,,,,1,1,6,1,1,1,,,,11,1,1,,6,1,2,,,0,0,5000,1700,0,1000,0,0,300,6000,0,14000,1,1,,,,,,2,
"0964-001",2,2,"152205",1,,1,,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0964-001",2,2,"3073500104",3,,2,1,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,2,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0964-001",2,2,"3073500105",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0965-003",2,2,"152200503",1,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,7,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0965-003",2,2,"4096500302",2,,1,,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0965-003",2,2,"4096500303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0965-004",2,2,"3073500302",2,,1,,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,7,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0965-004",2,2,"3073500303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0966-001",1,1,"152301",1,,1,,2,,,,2,,,,1,1,,,,2,1,9,2,,2,2,,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0966-001",1,1,"152302",2,,2,1,2,,,,2,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0966-001",1,1,"152306",3,,2,1,2,,,,2,,,,1,2,10,,"KUKULA MMAVUTO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0966-001",1,1,"152307",4,,1,,2,,,,2,,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0966-001",1,1,"4096600107",7,,2,1,2,,,,2,,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0966-005",1,3,"152300106",8,,2,1,2,,,,2,,,,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0966-005",1,3,"152308",7,,2,1,2,,,,2,,,,1,1,,,,4,1,7,2,,2,7,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0966-005",1,3,"4096600501",1,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,4,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0966-005",1,3,"4096600502",2,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,40,1,2,,,0,0,500,2000,0,800,0,0,300,300,0,3900,2,,,,1,1,,2,
"0966-005",1,3,"4096600503",3,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,45,1,2,,,0,0,400,2000,0,800,0,0,300,0,0,3500,2,,,,1,1,,2,
"0966-005",1,3,"4096600504",4,,2,1,1,1,,,1,1,,,1,1,,,,3,1,6,1,3,1,,,,11,1,1,,60,1,2,,,0,0,1800,2500,0,800,0,0,300,0,0,5400,2,,,,1,1,,2,
"0966-005",1,3,"4096600505",5,,2,1,2,,,,2,,,,2,1,,,,1,1,6,1,1,1,,,,11,1,1,,65,1,2,,,0,0,220,0,0,0,0,0,0,0,0,220,1,1,,,,,,2,
"0966-005",1,3,"4096600506",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0967-001",1,3,"152300402",2,,1,,2,,,,2,,,,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0967-001",1,3,"152300403",3,,2,1,2,,,,2,,,,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0967-001",1,3,"152304",1,,1,,2,,,,2,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0967-001",1,3,"3073700104",4,,2,1,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0967-001",1,3,"4096700105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0967-001",1,3,"4096700106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0968-001",1,1,"152300502",2,,2,1,1,1,,,1,1,,,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0968-001",1,1,"152300503",3,,2,1,2,,,,2,,,,1,1,,,,1,1,5,2,,1,,,,11,1,1,,5,1,2,,,0,0,800,0,0,500,0,0,0,2000,0,3300,1,1,,,,,,2,
"0968-001",1,1,"152305",1,,1,,2,,,,2,,,,1,1,,,,2,1,10,2,,2,9,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0968-001",1,1,"4096800104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0969-001",2,2,"152401",1,,2,2,1,1,,,1,1,,,1,1,,,,6,1,8,2,,2,2,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0969-001",2,2,"152402",2,,1,,1,1,,,1,1,,,1,1,,,,5,1,8,2,,2,2,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0969-001",2,2,"152403",3,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0969-001",2,2,"152404",4,,2,2,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0969-001",2,2,"152405",5,,2,2,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,22,1,1,,30,1,2,,,34500,0,8000,0,0,0,0,0,0,4000,2500,49000,1,1,2,,,,,2,
"0970-001",1,1,"152500203",3,,1,,1,1,,,1,1,,,1,1,,,,4,1,6,1,3,1,,,,11,1,1,,2,1,2,,,0,0,1500,1700,0,1000,0,0,0,500,0,4700,1,1,,,,,,2,
"0970-001",1,1,"152500204",4,,2,1,2,,,,2,,,,2,1,,,,2,1,6,1,1,1,,,,11,1,1,,2,1,2,,,0,0,1000,2000,0,1000,0,0,0,500,0,4500,1,1,,,,,,2,
"0970-001",1,1,"152502",1,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0970-001",1,1,"152507",2,,1,,1,1,,,1,1,,,1,1,,,,4,1,5,1,3,1,,,,11,1,1,,2,1,2,,,0,0,1500,1700,0,1000,0,0,0,500,0,4700,1,1,,,,,,2,
"0970-001",1,1,"3074000105",5,,2,1,2,,,,2,,,,2,1,,,,1,1,5,2,,1,,,,11,1,1,,2,1,2,,,0,0,500,1500,0,200,0,0,0,200,0,2400,1,1,,,,,,2,
"0970-001",1,1,"4097000106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0971-001",1,1,"152500301",1,,2,2,1,1,,,1,1,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0971-001",1,1,"152500302",2,,1,,2,,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0971-001",1,1,"152500312",9,,2,2,2,,,,2,,,,2,1,,,,2,1,6,1,1,1,,,,11,1,1,,5,1,2,,,0,0,0,1000,0,0,0,250,0,0,0,1250,2,,,,2,,,2,
"0971-001",1,1,"152504",4,,1,,1,1,,,2,,,,1,1,,,,4,1,5,1,3,2,2,,2019,,,,,,,,,,26000,0,3000,0,0,0,48000,0,5000,60000,0,142000,2,,,,2,,,2,
"0971-001",1,1,"152506",6,,2,2,1,1,,,1,1,,,1,1,,,,6,1,5,1,5,1,,,,11,1,1,,5,1,2,,,0,0,500,1500,0,0,0,500,500,0,0,3000,2,,,,2,,,2,
"0971-001",1,1,"4097100110",10,,1,,2,,,,2,,,,2,1,,,,4,1,6,1,3,1,,,,11,1,1,,5,1,2,,,250,0,0,0,0,0,0,0,0,0,0,250,2,,,,2,,,2,
"0971-001",1,1,"4097100111",11,,2,2,2,,,,2,,,,2,1,,,,1,1,5,1,1,1,,,,11,1,1,,5,1,2,,,0,0,0,0,0,0,0,0,250,0,0,250,2,,,,2,,,2,
"0971-007",1,1,"152505",2,,1,,1,1,,,1,1,,,1,1,,,,7,1,9,2,,2,4,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0971-007",1,1,"4097100701",1,,2,2,1,1,,,1,1,,,1,1,,,,12,3,5,1,11,1,,,,23,1,1,,5,1,2,,,60000,0,15000,0,40500,0,0,0,0,60000,0,175500,2,,,,1,1,,2,
"0971-007",1,1,"4097100703",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0972-003",1,1,"152500303",2,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0972-003",1,1,"152500314",4,,1,,2,,,,2,,,,2,1,,,,1,1,5,2,,1,,,,11,1,1,,10,1,1,9,,0,0,300,0,0,0,0,0,250,0,0,550,1,2,,,,,,2,
"0972-003",1,1,"3074100301",1,,2,2,1,1,,,1,1,,,1,1,,,,6,1,8,2,,2,6,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0972-003",1,1,"3074100303",3,,2,2,2,,,,2,,,,1,1,,,,2,1,5,1,2,1,,,,11,1,1,,10,1,1,2,,0,0,800,0,0,0,0,0,250,0,0,1050,1,1,2,,,,,2,
"0972-003",1,1,"4097200305",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0973-004",1,1,"152500304",2,,1,,1,1,,,1,1,,,1,1,,,,3,3,7,2,,2,7,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0973-004",1,1,"3074100403",3,,1,,2,,,,2,,,,1,1,,,,2,1,6,1,1,1,,,,11,1,1,,5,1,2,,,0,0,1000,1500,0,250,0,0,0,0,1000,3750,1,2,,,,,,2,
"0973-004",1,1,"4097300404",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0973-006",1,1,"3074100401",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,8,2,,2,2,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"0973-006",1,1,"4097300602",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,5,1,6,1,,,,11,1,1,,1,1,2,,,0,0,2250,3000,0,0,0,0,750,4500,0,10500,1,1,,,,,,2,
"0973-006",1,1,"4097300603",3,,2,1,2,,,,2,,,,2,1,,,,2,1,4,1,1,1,,,,11,1,1,,1,1,2,,,0,0,1000,3000,0,0,0,0,250,4500,0,8750,1,1,,,,,,2,
"0973-006",1,1,"4097300604",4,,1,,1,1,,,1,1,,,1,1,,,,5,1,7,1,5,1,,,,11,1,1,,1,1,2,,,0,0,2250,3000,0,0,0,0,750,4500,0,10500,1,1,,,,,,2,
"0974-001",2,2,"152602",1,,1,,2,,,,2,,,,1,1,,,,2,1,6,2,,2,2,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0974-001",2,2,"152603",2,,2,1,1,1,,,1,1,,,1,1,,,,4,1,5,1,4,1,,,,11,1,1,,8,1,2,,,0,0,1000,0,0,0,0,0,500,0,0,1500,1,1,,,,,,2,
"0974-001",2,2,"3074200103",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0974-001",2,2,"4097400104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0975-001",1,1,"152700102",2,,1,,2,,,,2,,,,2,1,,,,1,1,4,2,,2,2,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0975-001",1,1,"152700107",7,,1,,2,,,,2,,,,1,1,,,,2,1,4,2,,2,7,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0975-001",1,1,"152700108",8,,1,,2,,,,2,,,,2,1,,,,1,1,5,2,,2,7,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0975-001",1,1,"152700109",9,,1,,2,,,,2,,,,2,1,,,,2,1,5,2,,2,7,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0975-001",1,1,"152701",1,,1,,2,,,,2,,,,1,2,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0975-001",1,1,"4097500110",10,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0975-001",1,1,"4097500111",11,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0975-005",1,1,"152704",4,,1,,2,,,,1,1,,,1,1,,,,4,1,6,2,,1,,,,11,1,1,,5,1,2,,,0,0,500,0,0,0,0,0,400,0,0,900,1,1,2,,,,,2,
"0975-005",1,1,"4097500501",1,,1,,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0975-005",1,1,"4097500502",2,,1,,2,,,,2,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0975-005",1,1,"4097500503",3,,2,1,1,1,,,1,1,,,2,1,,,,10,3,6,1,9,1,,,,22,2,,,,,2,,,10000,0,3500,2500,18000,0,300,0,0,80000,0,114300,1,1,,,,,,2,
"0975-006",1,1,"152700106",2,,1,,2,,,,2,,,,1,1,,,,1,1,6,2,,2,2,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0975-006",1,1,"4097500601",1,,1,,1,1,,,1,1,,,1,1,,,,6,1,7,2,,2,2,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0975-006",1,1,"4097500603",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0975-006",1,1,"4097500604",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0976-001",1,1,"152900104",4,,2,1,2,,,,2,,,,2,1,,,,2,1,6,1,2,1,,,,11,1,1,,2,1,2,,,0,0,500,0,0,500,0,0,0,0,0,1000,1,1,,,,,,2,
"0976-001",1,1,"152901",1,,1,,2,,,,2,,,,1,1,,,,4,1,8,2,,2,3,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0976-001",1,1,"152902",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,8,2,,2,2,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0976-001",1,1,"152903",3,,1,,2,,,,2,,,,2,1,,,,4,1,6,1,4,1,,,,11,1,1,,2,1,2,,,0,0,1500,0,0,500,0,0,0,0,0,2000,1,1,,,,,,2,
"0976-001",1,1,"4097600105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0977-001",1,1,"153100109",9,,1,,2,,,,1,1,,,2,1,,,,2,1,7,1,2,1,,,,11,1,1,,5,1,2,,,0,0,600,0,0,0,0,0,200,0,0,800,1,1,2,,,,,2,
"0977-001",1,1,"153100110",10,,1,,2,,,,2,,,,2,1,,,,1,1,6,2,,1,,,,11,1,1,,5,1,2,,,0,0,200,0,0,0,0,0,200,0,0,400,1,1,2,,,,,2,
"0977-001",1,1,"153101",1,,1,,2,,,,2,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0977-001",1,1,"153102",2,,1,,2,,,,2,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0977-001",1,1,"153103",3,,2,2,1,1,,,1,1,,,1,1,,,,6,1,7,1,6,2,7,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0977-001",1,1,"153105",5,,1,,2,,,,2,,,,1,1,,,,1,1,7,2,,2,7,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0977-001",1,1,"153106",6,,1,,1,1,,,1,1,,,1,1,,,,4,1,7,1,3,1,,,,11,1,1,,5,1,2,,,0,0,2600,1500,0,0,0,0,200,0,0,4300,1,1,2,,,,,2,
"0977-001",1,1,"153107",7,,1,,2,,,,2,,,,2,1,,,,3,1,7,1,3,1,,,,11,1,1,,5,1,2,,,0,0,1600,0,0,0,0,0,200,0,0,1800,1,1,2,,,,,2,
"0977-001",1,1,"153108",8,,1,,2,,,,2,,,,2,1,,,,2,1,7,1,2,1,,,,11,1,1,,5,1,2,,,0,0,600,0,0,0,0,0,200,0,0,800,1,1,2,,,,,2,
"0977-001",1,1,"3074500111",11,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0977-001",1,1,"4097700112",12,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0977-004",1,3,"153104",2,,1,,2,,,,2,,,,1,1,,,,3,1,6,2,,2,2,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0977-004",1,3,"4097700401",1,,1,,1,1,,,2,,,,1,1,,,,4,1,7,2,,2,2,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0977-004",1,3,"4097700403",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0978-001",1,1,"153300104",4,,2,2,2,,,,2,,,,1,1,,,,2,1,5,1,1,1,,,,11,1,1,,5,1,2,,,0,0,1400,1500,0,0,0,0,250,0,0,3150,1,1,,,,,,2,
"0978-001",1,1,"153301",1,,2,2,2,,,,2,,,,1,1,,,,2,1,5,2,,2,2,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0978-001",1,1,"153302",2,,1,,1,1,,,1,1,,,1,1,,,,8,2,6,2,,2,18,"HER PARENTS SAID SHE KEPT FAILING IN CLASS.  SHE BETTER QUIT",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0978-001",1,1,"153303",3,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,1,2,1,,,,11,1,1,,5,1,1,2,,0,0,3600,2500,0,0,0,0,250,0,0,6350,1,1,,,,,,2,
"0978-001",1,1,"3074600105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0979-001",1,1,"153501",1,,1,,1,1,,,1,1,,,1,1,,,,3,1,7,2,,2,2,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0979-001",1,1,"153502",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,8,2,,2,2,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0979-001",1,1,"153504",3,,2,1,1,1,,,1,1,,,1,1,,,,3,1,7,1,3,2,2,,2018,,,,,,,,,,0,0,500,0,0,700,0,0,0,0,0,1200,1,1,,,,,,2,
