"y4_hhid","y3_hhid","HHID","case_id","ea_id","panelweight_2019","panelweight_2016","panelweight_2013","hh_wgt","region","district","ta_code","reside","dist_to_IHPS2016location","dist_to_IHPSlocation","dist_to_IHS3location","hhsize","interview_status","qx_type","consent","hh_a11","hh_a22","hh_a23","hh_a31","hh_a37","hh_a40","interviewdate_v1","interviewdate_v2","hh_g09","hh_m00","hh_o0a","hh_s01","hh_w01","consumption_date"
"1290-006","0971-006",1769,"210663390578","21066339",536.691197012821,85.663386253945,171.32677250789,685.30709003156,300,303,30306,2,0,0,204,7,3,1,1,1,,,1,1,16,,"2019-09-16",2,1,2,1,2,"2019-09-16"
"1291-001","0972-001",1770,"210660960345","21066096",810.598097590584,343.124605133006,686.249210266012,686.249210266012,200,210,21066,1,0,0,0,9,2,2,1,1,18,45,1,45,18,"2019-07-13","2019-10-05",2,1,2,1,2,"2019-10-05"
"1291-003","0972-001",1770,"210660960345","21066096",47.035845520903,343.124605133006,686.249210266012,686.249210266012,200,210,21066,1,0,0,0,4,2,2,1,2,18,45,1,45,18,"2019-07-13","2019-10-07",2,1,2,2,2,"2019-10-07"
"1292-001","0973-001",1771,"210663390593","21066339",200.442273246543,368.889174279052,184.444587139526,737.778348558104,200,210,21066,1,0,0,0,4,1,1,1,2,6,17,1,91,6,"2019-07-02","2019-09-09",2,1,1,2,2,"2019-07-02"
"1293-003","0974-001",1771,"210663390593","21066339",200.621244877086,368.889174279052,184.444587139526,737.778348558104,200,210,21066,1,0,0,0,1,1,1,1,1,6,54,1,47,6,"2019-07-27","2019-09-09",2,2,2,1,2,"2019-07-27"
"1293-004","0974-001",1771,"210663390593","21066339",103.076982529774,368.889174279052,184.444587139526,737.778348558104,200,210,21066,1,0,0,0,5,1,1,1,2,6,47,1,47,6,"2019-07-07","2019-09-09",2,2,2,2,2,"2019-07-07"
"1293-005","0974-001",1771,"210663390593","21066339",266.365087153653,368.889174279052,184.444587139526,737.778348558104,200,206,21066,1,0,0,0,7,1,1,1,2,6,47,1,47,6,"2019-07-07","2019-09-09",2,1,2,2,2,"2019-07-07"
"1294-001","0975-001",1772,"210660960593","21066096",419.169672919542,592.723712825316,,740.904641031645,200,206,20607,2,0,0,17,11,2,2,1,1,6,48,1,47,6,"2019-07-05","2019-09-25",2,1,2,2,2,"2019-09-25"
"1295-004","0975-004",1772,"210660960593","21066096",215.849556975776,74.0904641031645,370.452320515822,740.904641031645,200,206,20607,2,0,0,17,4,2,2,1,1,6,17,1,91,6,"2019-07-05","2019-09-16",2,2,2,2,2,"2019-09-16"
"1296-002","0976-002",1773,"210663390913","21066339",641.392363327162,348.924758572623,348.924758572623,697.849517145246,200,206,21066,1,0,0,0,12,1,1,1,1,6,54,2,54,6,"2019-07-02","2019-09-09",2,1,1,1,2,"2019-07-02"
"1297-001","0977-001",1774,"210660960138","21066096",67.5401394613019,116.574447927044,,699.446687562263,200,210,21066,1,0,0,0,4,2,2,1,1,18,7,1,7,18,"2019-07-13","2019-10-10",2,1,1,2,2,"2019-10-10"
"1298-002","0977-002",1774,"210660960138","21066096",128.701828791894,233.148895854088,233.148895854088,699.446687562263,200,210,21066,1,0,0,0,5,2,2,1,2,18,7,1,7,18,"2019-07-12","2019-10-05",2,1,1,1,2,"2019-10-05"
"1298-003","0977-002",1774,"210660960138","21066096",38.8448796983938,233.148895854088,233.148895854088,699.446687562263,200,210,21066,1,0,0,0,2,2,2,1,1,18,7,1,7,18,"2019-07-13","2019-10-10",2,1,1,2,2,"2019-10-10"
"1298-007","0977-002",1774,"210660960138","21066096",48.3760537622506,233.148895854088,233.148895854088,699.446687562263,200,206,20601,2,14,15,14,3,2,2,1,3,12,50,1,50,12,"2019-07-28","2019-10-22",2,1,2,2,2,"2019-10-22"
"1299-001","0978-001",1774,"210660960138","21066096",194.447819411828,174.861671890566,,699.446687562263,200,206,20601,2,0,0,15,8,2,2,1,1,12,67,1,67,12,"2019-07-03","2019-09-22",1,1,1,2,2,"2019-09-22"
"1300-002","0978-002",1774,"210660960138","21066096",39.7312356916883,174.861671890566,116.574447927044,699.446687562263,200,206,20601,2,0,0,15,5,2,2,1,1,12,66,1,66,12,"2019-07-03","2019-09-22",2,1,1,1,2,"2019-09-22"
"1300-004","0978-002",1774,"210660960138","21066096",38.0705779825269,174.861671890566,116.574447927044,699.446687562263,200,206,20601,2,0,0,16,6,2,2,1,1,12,55,1,55,12,"2019-07-03","2019-09-22",2,1,2,2,2,"2019-09-22"
"1301-001","0979-001",1775,"210663390154","21066339",74.1405622004854,208.693796969991,,834.775187879962,200,210,21066,1,0,0,0,8,1,1,1,1,6,54,1,54,6,"2019-07-06","2019-09-09",2,2,2,2,2,"2019-07-06"
"1302-002","0979-002",1775,"210663390154","21066339",37.1203615683809,208.693796969991,,834.775187879962,200,210,21080,1,437,13,13,3,3,1,1,1,,,1,54,6,,"2019-10-22",2,2,2,2,2,"2019-10-22"
"1302-003","0979-002",1775,"210663390154","21066339",527.005112851241,208.693796969991,,834.775187879962,100,102,10220,1,0,450,450,5,1,1,1,1,14,64,1,64,14,"2019-06-20","2019-09-26",2,1,2,1,2,"2019-06-22"
"1303-007","0979-007",1775,"210663390154","21066339",162.245503018055,208.693796969991,208.693796969991,834.775187879962,100,101,10102,2,53,470,470,3,1,1,1,1,14,70,1,70,14,"2019-07-26","2019-08-27",2,1,2,2,2,"2019-07-26"
"1304-001","0980-001",1775,"210663390154","21066339",135.562679593958,333.910075151985,,834.775187879962,200,210,21066,1,0,0,0,7,1,1,1,1,6,48,1,48,6,"2019-07-03","2019-09-10",2,1,1,2,2,"2019-07-06"
"1304-003","0980-001",1775,"210663390154","21066339",76.0389649499105,333.910075151985,,834.775187879962,200,210,21066,1,0,0,0,1,1,1,1,1,6,48,1,48,6,"2019-07-07","2019-09-10",2,1,2,2,2,"2019-07-07"
"1306-001","0981-001",1776,"210660960262","21066096",571.563794663373,579.075662194621,,965.126103657702,200,210,21079,1,0,11,13,4,4,2,1,1,,,2,92,18,,"2019-09-03",2,2,2,2,2,"2019-09-03"
"1307-004","0981-004",1776,"210660960262","21066096",90.1875543412897,193.02522073154,,965.126103657702,200,210,21066,1,0,0,0,3,2,2,1,2,18,86,1,92,18,"2019-07-12","2019-10-03",2,1,2,2,2,"2019-10-03"
"1308-006","0981-006",1776,"210660960262","21066096",686.099220590911,96.5126103657702,482.563051828851,965.126103657702,200,209,20902,2,0,145,144,7,2,2,1,1,13,62,1,61,13,"2019-06-21","2019-10-08",2,1,2,1,2,"2019-10-08"
"1309-002","0982-002",1777,"210663390033","21066339",99.300959932495,734.804034929083,183.701008732271,734.804034929083,200,210,21066,1,0,0,0,6,1,1,1,1,6,47,1,47,6,"2019-07-03","2019-09-09",2,1,2,2,2,"2019-07-03"
"1310-002","0983-002",1777,"210663390033","21066339",48.4005766107125,367.402017464541,91.8505043661353,734.804034929083,200,206,21066,1,0,0,0,4,1,1,1,1,6,47,2,47,6,"2019-07-06","2019-09-10",2,1,2,2,2,"2019-07-06"
"1311-001","0984-001",1777,"210663390033","21066339",469.830491331853,661.323631436174,,734.804034929083,200,210,21066,1,0,0,0,7,1,1,1,1,6,47,1,47,6,"2019-07-03","2019-09-09",2,1,1,2,2,"2019-07-03"
"1311-003","0984-001",1777,"210663390033","21066339",43.9351258772232,661.323631436174,,734.804034929083,200,206,20603,2,17,17,17,4,1,1,1,3,6,47,1,47,5,"2019-07-16","2019-10-14",2,1,2,2,2,"2019-07-16"
"1311-007","0984-001",1777,"210663390033","21066339",33.0133448743408,661.323631436174,,734.804034929083,200,210,21066,2,0,0,0,3,1,1,1,2,6,47,2,47,6,"2019-07-24","2019-09-09",2,1,2,2,2,"2019-07-24"
"1312-004","0984-004",1777,"210663390033","21066339",119.981292412713,36.7402017464541,91.8505043661353,734.804034929083,200,206,20603,2,0,17,17,6,1,1,1,1,11,11,1,11,11,"2019-06-08","2019-09-30",2,1,1,2,2,"2019-06-08"
"1313-001","0985-001",1778,"210660960842","21066096",1067.10913975856,802.41785423483,401.208927117415,802.41785423483,200,210,21066,1,0,0,0,7,2,2,1,1,18,86,1,92,18,"2019-07-13","2019-10-04",2,1,2,2,2,"2019-10-04"
"1314-001","0986-001",1781,"210663390423","21066339",387.634573804429,383.297817972962,383.297817972962,766.595635945924,200,210,21066,1,0,0,0,8,1,1,1,2,6,54,1,54,6,"2019-07-03","2019-09-09",2,1,1,2,2,"2019-07-06"
"1314-006","0986-001",1781,"210663390423","21066339",102.311340718934,383.297817972962,383.297817972962,766.595635945924,200,209,20901,2,163,165,165,7,3,1,1,1,,,1,68,13,,"2019-10-25",1,1,1,2,2,"2019-10-25"
"1315-001","0988-001",1787,"210663390974","21066339",500.371595326602,722.497118496227,361.248559248113,722.497118496227,200,206,21066,1,0,0,0,5,1,1,1,1,6,48,1,48,6,"2019-07-02","2019-09-10",2,1,1,2,1,"2019-07-02"
"1315-003","0988-001",1787,"210663390974","21066339",108.302489503358,722.497118496227,361.248559248113,722.497118496227,200,210,21066,1,0,0,0,3,1,1,1,1,6,48,1,48,6,"2019-07-03","2019-09-10",2,1,2,2,2,"2019-07-03"
"1316-001","0989-001",1789,"210663390682","21066339",514.648783579005,392.557787886121,392.557787886121,785.115575772241,200,210,21066,1,0,0,0,8,1,1,1,1,6,54,1,54,6,"2019-07-03","2019-09-10",2,1,2,2,2,"2019-07-03"
"1317-001","0990-001",1791,"210663390523","21066339",1037.19575478919,764.394870108171,382.197435054086,764.394870108171,200,210,21066,1,0,0,0,6,1,1,1,1,6,47,1,47,6,"2019-07-06","2019-09-10",2,1,2,2,2,"2019-07-06"
"1318-001","0991-001",1814,"210815730065","21081573",1001.84341038291,585.744792079836,585.744792079836,1171.48958415967,200,206,21081,1,0,0,0,7,2,2,1,2,6,48,1,48,6,"2019-05-23","2019-08-18",1,2,2,1,2,"2019-08-18"
"1319-001","0992-001",1816,"210815730336","21081573",1681.56546957392,1046.48271943955,1046.48271943955,1046.48271943955,300,311,31107,2,0,0,370,3,2,2,1,1,1,38,1,82,1,"2019-07-30","2019-10-16",2,1,2,2,2,"2019-10-16"
"1320-001","0993-001",1818,"210815730169","21081573",1031.52174997382,1045.60865625732,,1045.60865625732,200,210,21081,1,0,0,0,7,2,2,1,1,6,47,1,48,6,"2019-05-23","2019-08-18",2,1,1,2,2,"2019-08-18"
"1320-004","0993-001",1818,"210815730169","21081573",131.430206411386,1045.60865625732,,1045.60865625732,200,206,21081,1,0,0,0,3,2,2,1,2,6,47,1,47,6,"2019-05-24","2019-08-20",2,1,2,2,2,"2019-08-20"
"1321-003","0993-003",1818,"210815730169","21081573",56.7351213721745,74.6863325898084,435.670273440549,1045.60865625732,200,210,21086,1,7,6,6,3,4,2,1,1,,,1,54,6,,"2019-10-30",2,2,2,2,2,"2019-10-30"
"1323-002","0995-001",1820,"210815730357","21081573",1084.73058542347,616.006011340122,1232.01202268024,1232.01202268024,200,206,21081,1,0,0,0,3,2,2,1,1,6,54,1,54,6,"2019-05-23","2019-08-18",1,1,2,2,2,"2019-08-18"
"1324-002","0996-001",1822,"210815730107","21081573",1443.87440269222,542.263594090449,1084.5271881809,1084.5271881809,200,210,21081,1,0,0,0,1,2,2,1,1,6,33,1,91,6,"2019-05-23","2019-08-18",2,2,1,2,2,"2019-08-18"
"1325-001","0997-001",1824,"210815730315","21081573",1915.21756751757,1091.33783693728,545.668918468641,1091.33783693728,200,206,21081,1,0,0,0,5,2,2,1,1,6,48,1,91,6,"2019-05-23","2019-08-18",2,1,2,1,2,"2019-08-18"
"1326-001","0998-001",1825,"210803080880","21080308",2510.79440546908,977.572281017507,651.714854011672,1955.14456203501,200,206,21074,1,0,6,6,6,1,1,1,1,6,54,1,54,6,"2019-05-16","2019-08-20",2,1,2,2,2,"2019-05-16"
"1327-001","0999-001",1825,"210803080880","21080308",317.000321214409,488.786140508754,,1955.14456203501,200,210,21069,1,9,0,6,4,1,1,1,1,6,54,2,54,6,"2019-05-15","2019-08-17",2,2,2,2,2,"2019-05-15"
"1329-001","1000-001",1826,"210815730128","21081573",743.071610924678,488.486759697978,,1302.63135919461,200,210,21081,1,0,0,0,4,2,2,1,1,6,33,1,91,6,"2019-05-23","2019-08-20",1,1,1,2,2,"2019-08-20"
"1329-003","1000-001",1826,"210815730128","21081573",179.589841745844,488.486759697978,,1302.63135919461,200,210,21051,1,10,10,12,3,2,2,1,1,6,48,1,91,6,"2019-07-26","2019-08-19",1,1,2,2,2,"2019-08-19"
"1330-004","1000-004",1826,"210815730128","21081573",438.112089871218,162.828919899326,651.315679597305,1302.63135919461,200,210,21081,1,0,0,0,6,2,2,1,1,6,54,1,54,6,"2019-05-24","2019-08-20",1,2,2,2,2,"2019-08-20"
"1331-001","1001-001",1827,"210803080310","21080308",231.358401141441,652.493935207665,,1739.98382722044,200,208,20807,2,0,0,104,5,1,1,1,1,6,47,1,47,6,"2019-06-15","2019-09-05",2,1,1,2,2,"2019-06-15"
"1332-003","1001-003",1827,"210803080310","21080308",170.916384696078,217.497978402555,1043.99029633226,1739.98382722044,200,208,20807,2,0,0,104,4,3,1,1,2,,,2,47,6,,"2019-08-08",2,1,2,2,2,"2019-08-08"
"1333-001","1002-001",1827,"210803080310","21080308",172.59551956964,869.991913610221,173.998382722044,1739.98382722044,200,208,20807,2,0,104,104,4,1,1,1,1,6,54,1,48,6,"2019-06-15","2019-09-05",2,1,2,2,2,"2019-06-15"
"1334-001","1003-001",1827,"210803080310","21080308",422.763895033572,869.991913610221,173.998382722044,1739.98382722044,200,210,21080,1,6,0,0,7,1,1,1,1,6,33,1,91,6,"2019-05-14","2019-08-17",2,1,2,2,2,"2019-05-14"
"1335-001","1004-001",1828,"210815730398","21081573",1942.83559561151,548.522569101726,548.522569101726,1097.04513820345,200,206,21081,1,0,0,0,6,2,2,1,1,6,54,1,54,6,"2019-05-23","2019-08-18",2,1,2,1,2,"2019-08-18"
"1336-001","1005-001",1829,"210803080888","21080308",3026.14094755037,1050.91822177489,2101.83644354978,2101.83644354978,200,210,21073,1,0,6,6,3,1,1,1,1,6,48,1,48,6,"2019-05-16","2019-08-19",2,1,2,2,2,"2019-05-16"
"1337-001","1006-001",1830,"210815730232","21081573",252.865085564951,577.007577799216,,1154.01515559843,200,206,21081,1,0,0,0,4,4,2,1,1,,,1,91,6,,"2019-09-19",1,1,2,2,2,"2019-09-19"
"1338-002","1006-002",1830,"210815730232","21081573",1466.99513097872,288.503788899608,577.007577799216,1154.01515559843,200,205,20505,2,0,78,78,6,2,2,1,2,12,66,1,66,12,"2019-05-26","2019-09-05",2,1,2,2,2,"2019-09-05"
"1339-001","1007-001",1831,"210803080571","21080308",1432.1145908006,1629.62304375003,,2037.02880468753,200,210,21080,1,0,0,0,4,1,1,1,1,6,54,1,54,6,"2019-05-14","2019-08-17",2,2,1,2,2,"2019-05-14"
"1339-003","1007-001",1831,"210803080571","21080308",713.456015253153,1629.62304375003,,2037.02880468753,200,205,20505,1,80,80,80,4,1,1,1,4,12,67,1,67,12,"2019-07-29","2019-10-11",1,1,2,2,2,"2019-07-29"
"1340-005","1007-005",1831,"210803080571","21080308",1005.16107482761,203.702880468753,1018.51440234377,2037.02880468753,200,210,21080,1,7,0,0,3,1,1,1,3,6,48,2,48,6,"2019-05-17","2019-08-17",2,2,1,2,2,"2019-05-17"
"1341-001","1008-001",1832,"210815730190","21081573",1709.99043755512,589.932908688726,589.932908688726,1179.86581737745,300,302,30202,2,0,0,218,6,2,2,1,1,16,88,1,88,16,"2019-07-24","2019-10-22",2,1,2,1,2,"2019-10-22"
"1342-002","1009-002",1832,"210815730190","21081573",418.793056020117,589.932908688726,294.966454344363,1179.86581737745,300,302,30202,2,0,0,218,3,2,2,1,1,16,41,1,41,16,"2019-07-21","2019-10-22",2,1,2,2,2,"2019-10-22"
"1343-001","1010-001",1833,"210803080596","21080308",1705.0115434164,866.145095444625,649.608821583469,1732.29019088925,200,208,20802,2,0,0,46,7,1,1,1,1,13,62,1,12,13,"2019-06-26","2019-10-16",2,1,1,2,2,"2019-06-26"
"1344-001","1012-001",1834,"210815730273","21081573",674.418373884646,1074.85077721093,537.425388605466,1074.85077721093,200,210,21081,1,0,0,0,8,2,2,1,1,6,47,1,47,6,"2019-05-23","2019-08-18",2,1,2,2,2,"2019-08-18"
"1345-001","1013-001",1835,"210803080699","21080308",2614.66756991333,1874.76586068919,1874.76586068919,1874.76586068919,200,210,21080,1,0,0,0,5,5,1,1,1,6,54,,,,"2019-05-15",,2,2,2,2,2,"2019-05-18"
"1346-001","1014-001",1836,"210815730045","21081573",656.441167431378,863.457563771157,,1079.32195471395,300,312,31201,2,0,0,170,5,2,2,1,1,16,34,1,34,16,"2019-05-22","2019-08-15",1,1,1,2,2,"2019-08-15"
"1347-003","1014-003",1836,"210815730045","21081573",511.599924266107,107.932195471395,539.660977356973,1079.32195471395,300,312,31201,2,0,0,170,7,2,2,1,1,16,41,1,41,16,"2019-05-22","2019-08-15",1,1,1,1,2,"2019-08-15"
"1348-002","1015-002",1837,"210803080492","21080308",1574.62563132146,951.116183723121,634.077455815414,1902.23236744624,200,206,21080,1,0,0,0,2,1,1,1,1,6,48,1,48,6,"2019-05-12","2019-08-17",2,1,1,1,1,"2019-05-12"
"1349-001","1016-001",1837,"210803080492","21080308",1460.15594660853,1902.23236744624,634.077455815414,1902.23236744624,200,210,21080,1,245,0,0,1,3,1,1,2,,,1,90,18,,"2019-10-29",2,2,2,2,2,"2019-10-29"
"1350-001","1017-001",1838,"210815730149","21081573",1486.34903976828,1101.14138981285,1101.14138981285,1101.14138981285,200,206,21081,1,0,0,0,3,2,2,1,1,6,48,1,48,6,"2019-05-24","2019-08-18",2,1,2,2,2,"2019-08-18"
"1350-002","1017-001",1838,"210815730149","21081573",195.364843393301,1101.14138981285,1101.14138981285,1101.14138981285,200,210,21051,1,10,10,11,3,2,2,1,1,6,48,1,48,6,"2019-07-22","2019-08-19",2,2,2,1,2,"2019-08-19"
"1351-001","1018-001",1840,"210815730253","21081573",828.262372074883,515.258729143126,1030.51745828625,1030.51745828625,200,206,21081,1,0,0,0,1,2,2,1,1,6,48,1,48,6,"2019-05-23","2019-08-20",2,1,1,2,2,"2019-08-20"
"1351-006","1018-001",1840,"210815730253","21081573",521.258740754996,515.258729143126,1030.51745828625,1030.51745828625,300,310,31001,2,307,307,307,4,2,2,1,4,1,63,1,63,1,"2019-07-22","2019-10-08",2,1,2,2,2,"2019-07-22"
"1352-001","1019-001",1841,"210803080348","21080308",1625.70226875216,1171.40628479341,878.554713595055,2342.81256958681,200,210,21080,1,0,0,0,6,1,1,1,1,6,33,1,91,6,"2019-05-14","2019-08-17",2,2,2,2,2,"2019-05-15"
"1353-001","1020-001",1841,"210803080348","21080308",303.044350727479,937.125027834725,,2342.81256958681,200,210,21053,1,0,14,11,4,1,1,1,1,6,47,1,47,6,"2019-05-16","2019-08-18",2,1,2,1,2,"2019-05-16"
"1353-006","1020-001",1841,"210803080348","21080308",213.157003371117,937.125027834725,,2342.81256958681,300,312,31201,2,197,211,207,3,3,1,1,1,,,1,1,16,,"2019-10-29",1,1,2,2,2,"2019-10-29"
"1354-003","1020-003",1841,"210803080348","21080308",131.959536202985,234.281256958681,292.851571198352,2342.81256958681,200,210,21080,1,0,0,0,3,1,1,1,1,6,47,1,47,6,"2019-05-13","2019-08-17",2,1,1,2,2,"2019-05-13"
"1354-004","1020-003",1841,"210803080348","21080308",135.564473560257,234.281256958681,292.851571198352,2342.81256958681,200,203,20304,2,63,63,66,2,3,1,1,2,,,2,72,8,,"2019-08-19",2,1,2,2,2,"2019-08-19"
"1355-001","1021-001",1842,"210860690007","21086069",1082.51788550062,868.031366966425,434.015683483212,868.031366966425,200,210,21086,1,0,0,0,6,4,2,1,1,,,1,92,18,,"2019-08-10",2,1,2,2,2,"2019-08-10"
"1356-001","1022-001",1843,"210803080685","21080308",1979.4613235455,898.300303473102,1796.6006069462,1796.6006069462,300,315,30506,2,0,210,210,3,1,1,1,4,17,84,1,84,17,"2019-07-27","2019-10-31",2,1,1,1,2,"2019-07-27"
"1356-006","1022-001",1843,"210803080685","21080308",441.481720319283,898.300303473102,1796.6006069462,1796.6006069462,100,107,10735,1,458,275,275,3,1,1,1,4,15,53,1,53,15,"2019-07-29","2019-10-01",2,1,2,2,2,"2019-07-29"
"1357-001","1023-001",1844,"210860690123","21086069",545.981809102423,430.99049282509,430.99049282509,861.98098565018,200,210,21086,1,0,0,0,9,2,2,1,1,18,90,1,90,18,"2019-07-16","2019-10-11",2,1,2,1,2,"2019-10-14"
"1358-001","1024-001",1845,"210803080472","21080308",2357.36129298018,1764.78558633084,882.392793165419,1764.78558633084,200,210,21080,1,0,0,0,6,1,1,1,1,6,33,1,91,6,"2019-05-12","2019-08-17",2,1,2,2,2,"2019-05-12"
"1359-001","1025-001",1847,"210803080576","21080308",462.922730804248,362.729351552345,,2176.37610931407,200,210,21080,1,0,0,0,1,1,1,1,1,6,47,1,47,6,"2019-05-12","2019-08-17",2,2,1,2,2,"2019-05-12"
"1359-004","1025-001",1847,"210803080576","21080308",384.463327698988,362.729351552345,,2176.37610931407,200,206,20603,2,38,38,38,4,1,1,1,1,11,44,1,4,11,"2019-07-13","2019-09-30",1,1,2,1,1,"2019-07-13"
"1360-002","1025-002",1847,"210803080576","21080308",565.397064747841,362.729351552345,,2176.37610931407,200,210,21080,1,0,0,0,4,1,1,1,1,6,47,1,47,6,"2019-05-12","2019-08-17",2,1,2,1,2,"2019-05-12"
"1360-005","1025-002",1847,"210803080576","21080308",295.132879205374,362.729351552345,,2176.37610931407,200,210,21080,1,0,0,0,3,1,1,1,2,6,47,1,47,6,"2019-05-17","2019-08-17",2,1,2,2,2,"2019-05-17"
"1361-003","1025-003",1847,"210803080576","21080308",292.897296081293,362.729351552345,2176.37610931407,2176.37610931407,200,210,21080,1,0,0,0,3,1,1,1,1,6,33,1,91,6,"2019-05-15","2019-08-17",1,2,2,2,2,"2019-05-16"
"1362-001","1027-001",1849,"210803080100","21080308",1915.27215232226,1420.32804915308,,1704.39365898369,200,210,21080,1,0,0,0,8,1,1,1,1,6,54,1,54,6,"2019-05-13","2019-08-17",2,1,1,2,2,"2019-05-13"
"1363-003","1027-003",1849,"210803080100","21080308",566.164122712663,284.065609830615,1704.39365898369,1704.39365898369,200,207,20703,2,81,80,80,3,1,1,1,1,11,11,1,4,11,"2019-07-04","2019-09-06",2,1,2,2,2,"2019-07-04"
"1364-001","1028-001",1850,"210860690204","21086069",149.932759999819,227.013079443211,,908.052317772842,200,210,21086,1,0,0,0,4,2,2,1,2,18,7,1,7,18,"2019-07-15","2019-10-08",2,1,1,2,2,"2019-10-08"
"1365-002","1028-002",1850,"210860690204","21086069",904.3367819265,227.013079443211,908.052317772842,908.052317772842,200,210,21086,1,0,0,0,10,2,2,1,1,18,90,1,90,18,"2019-07-16","2019-10-08",2,1,2,1,2,"2019-10-08"
"1366-001","1029-001",1851,"210803080313","21080308",924.245343021305,1468.04074863696,,1835.05093579619,200,206,21080,1,0,0,0,6,1,1,1,1,6,48,1,48,6,"2019-05-12","2019-08-17",2,1,1,1,2,"2019-05-12"
"1366-003","1029-001",1851,"210803080313","21080308",258.32531195478,1468.04074863696,,1835.05093579619,200,210,21080,1,0,0,0,3,1,1,1,2,6,48,1,48,6,"2019-05-13","2019-08-17",2,2,2,2,2,"2019-05-13"
"1367-008","1029-007",1851,"210803080313","21080308",375.993766170967,183.505093579619,1835.05093579619,1835.05093579619,300,309,30901,2,0,279,279,6,1,1,1,1,9,32,1,32,9,"2019-07-12","2019-09-30",2,1,1,2,2,"2019-07-12"
"1368-001","1030-001",1853,"210803080358","21080308",561.253175090864,1561.64938622997,1124.38755808558,1873.97926347596,200,210,21080,1,0,0,0,5,1,1,1,1,6,47,1,47,6,"2019-05-13","2019-08-17",2,1,1,2,2,"2019-05-14"
"1368-004","1030-001",1853,"210803080358","21080308",242.488894669685,1561.64938622997,1124.38755808558,1873.97926347596,200,206,20604,2,34,34,34,8,1,1,1,3,6,47,1,17,6,"2019-07-20","2019-10-04",2,1,2,2,2,"2019-07-20"
"1368-010","1030-001",1853,"210803080358","21080308",408.55430641439,1561.64938622997,1124.38755808558,1873.97926347596,200,210,21080,1,0,0,0,1,1,1,1,1,6,47,1,47,6,"2019-05-14","2019-08-17",2,2,2,2,2,"2019-05-14"
"1368-012","1030-001",1853,"210803080358","21080308",183.827209686997,1561.64938622997,1124.38755808558,1873.97926347596,200,210,21080,1,0,0,0,3,1,1,1,1,6,47,1,47,6,"2019-05-14","2019-08-17",2,2,2,2,2,"2019-05-14"
"1369-001","1031-001",1853,"210803080358","21080308",67.442538702468,468.49481586899,187.397926347596,1873.97926347596,200,210,21080,1,0,0,0,4,1,1,1,1,6,33,1,91,6,"2019-05-13","2019-08-17",2,1,2,2,2,"2019-05-14"
"1369-002","1031-001",1853,"210803080358","21080308",81.8351060520412,468.49481586899,187.397926347596,1873.97926347596,200,206,20607,2,28,28,28,4,1,1,1,1,6,33,1,91,6,"2019-05-19","2019-08-19",2,1,1,2,2,"2019-05-19"
"1371-001","1033-001",1854,"210860690146","21086069",1725.93445212557,430.078302191691,860.156604383382,860.156604383382,300,303,30305,2,0,246,246,6,2,2,1,1,16,88,1,88,16,"2019-07-10","2019-09-20",2,1,2,2,2,"2019-09-20"
"1372-001","1034-001",1855,"210803080875","21080308",374.624565294039,1449.0137120431,,2173.52056806466,200,210,21080,1,0,0,0,5,1,1,1,2,6,48,1,48,6,"2019-05-13","2019-08-17",2,2,2,2,2,"2019-05-13"
"1373-004","1034-004",1855,"210803080875","21080308",504.743054993054,362.253428010776,724.506856021552,2173.52056806466,200,210,21066,1,10,10,11,4,3,1,1,3,,,2,48,6,,"2019-08-23",2,2,2,2,2,"2019-08-23"
"1374-001","1035-001",1855,"210803080875","21080308",13604.4203660459,815.070213024246,,2173.52056806466,100,104,10403,2,0,0,341,3,1,1,1,1,4,59,1,59,4,"2019-07-12","2019-09-28",1,1,1,2,2,"2019-07-12"
"1375-003","1035-003",1855,"210803080875","21080308",162.427705283755,271.690071008082,362.253428010776,2173.52056806466,300,315,31535,1,65,555,245,7,3,1,1,1,,,1,52,17,,"2019-10-29",2,1,2,2,2,"2019-10-29"
"1375-005","1035-003",1855,"210803080875","21080308",489.143610396652,271.690071008082,362.253428010776,2173.52056806466,300,302,30202,2,0,503,215,1,1,1,1,1,16,41,1,1,16,"2019-07-29","2019-10-22",2,1,1,2,2,"2019-07-29"
"1376-001","1036-001",1856,"210860690053","21086069",598.837463000594,890.635046875379,445.317523437689,890.635046875379,200,210,21086,1,0,0,0,10,2,2,1,1,18,7,1,7,18,"2019-07-15","2019-10-14",2,1,2,2,1,"2019-10-14"
"1377-001","1037-001",1857,"210864360183","21086436",4196.95559722519,6151.25256250707,3075.62628125354,6151.25256250707,200,210,21086,1,0,0,0,5,1,1,1,1,18,90,1,90,18,"2019-06-27","2019-09-24",2,1,2,2,2,"2019-06-27"
"1378-001","1038-001",1858,"210860690239","21086069",587.447305507245,436.35874053656,436.35874053656,872.717481073119,200,210,21086,1,0,0,0,9,2,2,1,1,18,45,1,45,18,"2019-07-15","2019-10-08",2,1,2,2,2,"2019-10-08"
"1379-001","1040-001",1859,"210864360200","21086436",447.261596800148,3001.02786884651,375.128483605814,6002.05573769303,200,210,21086,1,0,0,0,4,1,1,1,1,18,90,1,90,18,"2019-06-29","2019-09-24",2,1,2,1,2,"2019-06-29"
"1380-001","1041-001",1859,"210864360200","21086436",245.554385978549,3001.02786884651,750.256967211629,6002.05573769303,200,210,21086,1,0,0,0,2,1,1,1,1,18,45,1,45,18,"2019-07-07","2019-09-23",2,1,2,2,2,"2019-07-07"
